id,県,塾名,運営会社,窓口種別,宛先,確認したページURL,営業お断り表記の有無,中学生コースの有無,教室数,一言メモ,状態
BONE-042,hokkaido,札幌新生塾,株式会社札幌新生塾,form,http://www.shinseijuku.jp/pages/62/,http://www.shinseijuku.jp/pages/62/,無,有,,一斉授業と個別指導のW受講で内申アップや合格力を養成すると記載(札幌市),未着手
BONE-043,hokkaido,札幌進学ゼミナール,,mail,sapporoshingaku@gmail.com,http://sapporo-shingaku-seminar.com/otoiawase.html,無,有,,内申ランクIで入塾し卒業時にDランクになった生徒の事例を掲載(札幌市・石狩市)。アドレスはgmailだが塾名のもの,未着手
BONE-044,hokkaido,神谷塾,,form,http://www.kamiya-z.com/contact,http://www.kamiya-z.com/contact,無,有,,北海道学力コンクール事務局や道内公立高校入試資料へのリンク集を掲載(札幌市西区),未着手
BONE-045,hokkaido,啓誠ゼミナール,,form,http://keiseizemi.com/form.html,http://keiseizemi.com/form.html,無,有,,小3から高3まで少人数指導・個別指導と記載(札幌市西区),未着手
BONE-046,hokkaido,進学教室FiveSchools,合同会社716,form,https://fiveschools.com/contact,https://fiveschools.com/contact,無,有,,中学生向けに内申点対策・入試対策と、道コン受験＆反省会・過去問テストゼミがある(札幌市),未着手
BONE-047,hokkaido,秀英館,,form,https://so-shueikan.com/contact/,https://so-shueikan.com/contact/,無,有,,平常授業で内申点アップに注力し、講習会で公立高校入試問題や裁量問題を演習と記載(札幌市北区),未着手
BONE-048,hokkaido,青雲学舎,有限会社青雲学舎,mail,info@seiun-gakusha.com,http://seiun-gakusha.com/gaiyo.html,無,有,,道コンの学年順位・全道順位の成績実績を掲載(札幌市豊平区),未着手
BONE-049,hokkaido,パシフィック・セミナー(くじら塾),,form,http://www.kangeki.tv/inquiry/,http://www.kangeki.tv/inquiry/,無,有,,冬期講習の受講生募集を開始しましたとのお知らせ(2025年11月26日)を掲載(札幌市),未着手
BONE-050,hokkaido,学友館,,form,http://www.gakuyuukan.com/contact/index.html?normal,http://www.gakuyuukan.com/contact/index.html?normal,無,有,,講習・講座のお申し込みと学習相談のフォームがある。小・中・高・大学受験生対象(札幌市),未着手
BONE-051,hokkaido,高屋塾,,form,https://takayajuku.com/contact/,https://takayajuku.com/contact/,無,有,,直近のテストの高得点が内申点、ひいては入試に影響するとブログに記載(札幌市豊平区),未着手
BONE-052,hokkaido,SOHOアカデミー,,form,https://soho-i.net/form.html,https://soho-i.net/form.html,無,有,,中学生(高校受験)コース&料金のページがあり、道コンの受験生受付も掲載(札幌市東区),未着手
BONE-053,hokkaido,進学PLUS,,form,https://singakuplus.com/contact/,https://singakuplus.com/contact/,無,有,,「北海道における高校進学の最短の近道は内申点アップ」と記載(札幌市),未着手
BONE-054,hokkaido,札幌進学プラザグループ,,form,https://www.sapporo-plaza.jp/contact/,https://www.sapporo-plaza.jp/contact/,無,有,,冬期講習ページに中3の道コン開催日と入塾資格の内申ランクの記載がある(札幌市ほか),未着手
BONE-055,hokkaido,クラーク学秀会,,mail,clark@clarknet.jp,http://clarknet.jp/juku/,無,有,,2025年度冬期講習受付中のお知らせと、中3生の春・秋の保護者面談の記載がある(札幌市),未着手
BONE-056,hokkaido,プライム教育センター,,form,http://www.prime-info.jp/index.php?id=3,http://www.prime-info.jp/index.php?id=3,無,有,,2024年度冬期講習会の募集開始のお知らせと中学生コース案内がある(札幌市清田区),未着手
BONE-057,hokkaido,学習塾STEP UP(個別指導プラスワン),,form,https://step-up-sapporo.com/contact.html,https://step-up-sapporo.com/contact.html,無,有,,2025年11月6日付で冬期講習会受付中のお知らせがある(札幌市手稲区),未着手
BONE-058,hokkaido,共律塾,,form,http://ashitabakai.net/contact/,http://ashitabakai.net/contact/,無,有,,26年度入試の合格実績(確定)を掲載(札幌市中央区),未着手
BONE-059,hokkaido,まなびげいと,,form,https://manabi-gate.com/mail/,https://manabi-gate.com/mail/,無,有,,2026年第2回道コンの結果記事を掲載(札幌市東区),未着手
BONE-060,hokkaido,志学会,,form,https://shigakukai-web.jp/form/index.php,https://shigakukai-web.jp/form/index.php,無,有,,中学生コースに「公立高校入試情報【旭川】」ページがある(旭川市・北見市),未着手
BONE-061,hokkaido,藤田塾,,form,http://fujita-juku.com/?page_id=16,http://fujita-juku.com/?page_id=16,無,有,,後期通知表の平均内申点297・塾生の59%がAランクと掲載(旭川市),未着手
BONE-062,hokkaido,優希塾(Flexible Assist),,mail,mail@yukijuku.com,http://yukijuku.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,無,有,,お問合せページにメールアドレスを掲載。旭川市の個別指導学習塾,未着手
BONE-063,hokkaido,英数学館,,form,https://www.eisu-gakkan.co.jp/contact,https://www.eisu-gakkan.co.jp/contact,無,有,,「冬期講習会 生徒募集!」(2026年2月28日付)のお知らせを掲載,未着手
BONE-064,hokkaido,スタディープロジェクト,,mail,web@studyproject-info.com,http://www.studyproject-info.com/contact.html,無,有,,最新入試情報ページに内申点計算方法から高校入試情報を掲載(小樽市),未着手
BONE-065,hokkaido,SEED GROUP,,form,http://www.seedgroup.jp/contact,http://www.seedgroup.jp/contact,無,有,,冬期講習会(小学生・中学生)のご案内ページがある(小樽市),未着手
BONE-066,hokkaido,OPAS(オーパス),,form,https://www.eduplanopas.com/contact,https://www.eduplanopas.com/contact,無,有,,中学生部で「学力テスト総合ABC対策模試」受付中と掲載(小樽市),未着手
BONE-067,hokkaido,岩見沢指導会,,form,https://sidoukai.com/contact/,https://sidoukai.com/contact/,無,有,,「中学専門の学習塾」と記載(岩見沢市),未着手
BONE-068,hokkaido,明成セミナー,,form,https://meisei-seminar.com/inquiry.html,https://meisei-seminar.com/inquiry.html,無,有,,個別指導の冬期講習会受付中(2025.11)と掲載(登別市),未着手
BONE-069,hokkaido,あすなろ会,,form,http://www.asunaro-kai.com/contact/,http://www.asunaro-kai.com/contact/,無,有,,小学生・中学生・高校生・大学入試・公務員試験の各対策ページがある(釧路市),未着手
BONE-070,hokkaido,進学塾Root,,form,http://root-juku.com/contact,http://root-juku.com/contact,無,有,,中3「5教科コース」(週3〜4回)の料金表を掲載(北広島市),未着手
BONE-071,hokkaido,個別指導塾きたがく,,form,https://www.kitagaku.com/page-302/,https://www.kitagaku.com/page-302/,無,有,,石狩市花川・札幌市の小学生〜高校生対象の個別指導塾と記載,未着手
BONE-072,hokkaido,現役予備校TANJI,,form,https://yobiko-tanji.co.jp/contact/,https://yobiko-tanji.co.jp/contact/,有,有,,お問い合わせページに「営業を目的としたお電話はお断りしております」と記載のため除外(札幌市豊平区),除外
BONE-073,hokkaido,個別指導北大コーチ,,form,https://www.hokudaicoach.com/contact/,https://www.hokudaicoach.com/contact/,有,有,,フォームに「営業の連絡はご遠慮ください」と記載のため除外(札幌市北区),除外
BONE-074,hokkaido,ビルドアップ,,form,https://buildup-tutoringschool.com/contact,https://buildup-tutoringschool.com/contact,有,有,,「宣伝広告等の業者様からのお問い合わせはお断りいたします」と記載のため除外(江別市),除外
BONE-075,hokkaido,クリアゼミ,,form,http://clear-semi.com/contact,http://clear-semi.com/contact,有,有,,フォームに「営業・広告・求人などのご案内は受け付けておりません」と記載のため除外(札幌市西区),除外
BONE-076,hokkaido,個別指導塾レベルアップ,,form,https://www.levelup-sapporo.com/contact,https://www.levelup-sapporo.com/contact,有,有,,フォームに「営業目的の業者の方はこのフォームを使用しないでください」と記載のため除外(札幌市北区),除外
BONE-077,hokkaido,札幌エリート塾,,form,https://sapporoelite.com/contact/,https://sapporoelite.com/contact/,有,有,,お問い合わせページに営業電話をかける業者への苦言(営業お断り趣旨)の記載があるため除外,除外
BONE-078,hokkaido,みかんせい,株式会社みかんせい,form,https://www.mikanseijin.com/contact/,https://www.mikanseijin.com/contact/,有,有,,フォームに「営業メール、イタズラメールは固くお断り」と記載のため除外(帯広市),除外
BONE-079,hokkaido,修成学院,,,,https://www.shuseigakuin.com/contact,,有,,お問い合わせは電話のみでメール・フォームが確認できず除外(函館市),除外
BONE-080,hokkaido,未来塾(miraijuku),,,,http://www.miraijyuku2015.jp/about/,,有,,メールアドレスがメール保護で読めず、問い合わせフォームも確認できないため除外(函館市),除外
BONE-081,hokkaido,みやけんセミナー,,,,http://www.miyaken-semi.info/contact/index.html,,有,,問い合わせページにフォーム・メールが確認できず除外(稚内市・千歳市),除外
BONE-082,hokkaido,学習センターGAKUTO,,,,https://gakusyusenta-gakuto.com/company,,有,,教室概要ページに公開メール・フォームが確認できず除外(苫小牧市),除外
BONE-083,hokkaido,学問のススメ,,form,https://gakumon-no-susume.com/contact/,https://gakumon-no-susume.com/contact/,無,有,,中学1〜3年の募集停止と掲載のため除外(帯広市),除外
BONE-084,hokkaido,練成会グループ,株式会社練成会,,,https://www.renseikai.com/contact/,,有,,資料請求・お問い合わせページにフォームが確認できず要確認(道内各地に教室),要確認
BONE-085,hokkaido,和喜塾,,,,https://wakijuku.com/,,有,,トップに「メールでのお問い合わせ」リンクはあるがフォームの中身が未確認(帯広市),要確認
BONE-086,hokkaido,トップゼミ青葉塾,,,,https://www.aobajuku-tomakomai.com/about/,,有,,メールがメール保護で読めず宛先にできないため要確認(苫小牧市),要確認
