id,県,塾名,運営会社,窓口種別,宛先,確認したページURL,営業お断り表記の有無,中学生コースの有無,教室数,一言メモ,状態
BTWO-014,chiba,光英塾 佐倉駅前教室,光英株式会社,form,https://koeijuku.com/contact/,https://koeijuku.com/contact/,無,有,1,中学生コースで高校受験に向けた志望校合格指導を掲げる,未着手
BTWO-015,chiba,学力工房 木更津教室,,form,https://kisarazu-juku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,https://kisarazu-juku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,無,有,1,「千葉県の公立高校受験は中1の1学期から始まっている」と中学生向けに発信,未着手
BTWO-016,chiba,進学塾好学舎,,form,https://merix-edu.com/?page_id=83,https://merix-edu.com/?page_id=83,無,,1,茂原市の進学塾で「連続3年間不合格者なし」を掲げコース案内ページがある,未着手
BTWO-017,chiba,栄翔塾,,form,https://eishojyuku.com/contact/,https://eishojyuku.com/contact/,無,有,1,東金市の塾で高校入試が不安な生徒向けの案内と冬期講習ページがある,未着手
BTWO-018,chiba,エソー個伸塾,,form,https://esoh-group.com/contact/,https://esoh-group.com/contact/,無,有,5,2026年版の千葉県公立高校入試の仕組み解説ページがある,未着手
BTWO-019,chiba,南行徳の学習塾 ANRI F.H.,,form,https://anri-fh.com/form/,https://anri-fh.com/form/,無,有,1,市川市南行徳の塾で中学生コースがある,未着手
BTWO-020,chiba,21世紀寺子屋 暁塾,,form,https://akatsukijyuku.com/inquiry/,https://akatsukijyuku.com/inquiry/,無,有,1,浦安駅近くの塾で中学生コースがある,未着手
BTWO-021,chiba,寺子屋はじめ,,form,https://terakoya-hajime.com/contact/,https://terakoya-hajime.com/contact/,無,有,1,野田市の塾で中学生コースの案内ページがある,未着手
BTWO-022,chiba,学習塾かめゼミ,,form,https://kamezemi.com/contact,https://kamezemi.com/contact,無,有,1,野田市梅郷駅近くの塾で高校受験(英・数・理)に対応と明記,未着手
BTWO-023,chiba,個別指導Up塾,,form,https://kobetsu-upjyuku.com/contact,https://kobetsu-upjyuku.com/contact,無,有,2,高校入試向けに個別指導と集団授業を組み合わせた指導を掲げる(鎌ヶ谷・柏逆井),未着手
BTWO-024,chiba,飯田塾,,form,https://www.iidajukunarita.com/お問合せフォーム/,https://www.iidajukunarita.com/お問合せフォーム/,無,有,1,成田市の塾で中3の夏期講習・日曜講座(入試直前まで)を案内,未着手
BTWO-025,chiba,若竹綜合学園,,form,https://wakatake-gakuen.com/contact/,https://wakatake-gakuen.com/contact/,無,有,1,市原市の中学校に特化したテスト対策を案内,未着手
BTWO-026,chiba,伸学アカデミー,,form,https://shin-aca.com/contact/,https://shin-aca.com/contact/,無,有,1,四街道市の塾で中3生の定期テストの点数アップ実績を掲載,未着手
BTWO-027,chiba,学習塾Upright,,form,https://r.goope.jp/upright-sakura/contact,https://r.goope.jp/upright-sakura/contact,無,有,1,佐倉の3中学校専門で偏差値60以上の難関公立高校向け5教科対策を掲げる,未着手
BTWO-028,chiba,成績UPラボ,,form,https://seiseki-up-labo.com/contact/,https://seiseki-up-labo.com/contact/,無,有,1,幕張本郷の塾で千葉県公立高校入試の内申点とボーダーの解説記事がある,未着手
BTWO-029,chiba,NPS成田予備校,,form,https://www.npsnaritayobiko.com/お問合せ/,https://www.npsnaritayobiko.com/お問合せ/,無,有,9,「公立高校合格率90%」を掲げ9校舎を展開,未着手
BTWO-030,chiba,NEVER TOO LATE,,form,https://www.nevertoolate.jp/contact/,https://www.nevertoolate.jp/contact/,無,有,3,千葉ニュータウンで中学生対象・高校受験合格実績のページがある(3教室),未着手
BTWO-031,chiba,個別進学塾アライン 大網校,,form,https://allein-juku.com/contact/,https://allein-juku.com/contact/,無,有,1,中1・中2が年3回の「千葉県統一テスト」を受験できると記載(大網白里市),未着手
BTWO-032,chiba,完全個別指導学習塾ユーカル,ライフスタディー Corporation,form,https://you-cal.co.jp/inquiry/,https://you-cal.co.jp/inquiry/,無,有,2,「千葉県の高校受験制度について」のお知らせ記事がある(習志野台・北習志野),未着手
BTWO-033,chiba,飯倉進学塾,,form,http://iigura-juku.com/contact.html,http://iigura-juku.com/contact.html,無,有,1,中学生の定期試験対策・受験対策を掲げる(大網白里市),未着手
BTWO-034,chiba,千葉進研,,form,https://www.chibashinken.com/document_request/,https://www.chibashinken.com/document_request/,無,有,12,中3総合コースがあり12教室を展開・公開フォームは資料請求と体験申込のみ,要確認
BTWO-035,chiba,日米文化学院,,form,https://nichibei-school.net/nichibei-res/,https://nichibei-school.net/nichibei-res/,有,有,,問い合わせページに「業者の方の営業は固くお断りします」の記載あり,除外
BTWO-036,chiba,イーグル学院,,form,https://eggnoda.com/otoiawase,https://eggnoda.com/otoiawase,有,有,3,問い合わせフォームに「企業の方が営業のために使用するのはご遠慮ください」の記載あり,除外
BTWO-037,chiba,正学館(北柏校・流山おおたかの森校),for next株式会社,,,https://sg-kitakashiwa.com/contact/,無,有,2,問い合わせページに入力フォームがなく電話番号のみ,除外
BTWO-038,chiba,金杉進学スクール,,,,https://kanasugi-shingaku.com/,無,有,1,公開連絡先がLINEのみ,除外
BTWO-039,chiba,村田塾,,,,https://muratajuku.com/,無,有,1,公開連絡先がLINEのみ,除外
BTWO-040,chiba,小高進学塾,,form,https://www.odakashingaku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b%e3%81%94%e5%85%a5%e5%a1%be%e3%81%be%e3%81%a7%e3%81%ae%e6%b5%81%e3%82%8c/,https://www.odakashingaku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b%e3%81%94%e5%85%a5%e5%a1%be%e3%81%be%e3%81%a7%e3%81%ae%e6%b5%81%e3%82%8c/,有,有,1,フォームに「営業活動はご遠慮願います」の記載あり,除外
BTWO-041,chiba,個別指導GAKU,,,,https://www.kobetugaku.jp/お問合わせ/,無,有,1,問い合わせは電話のみでフォーム・メール記載なし,除外
BTWO-042,chiba,ランゲージ・ラボラトリー,,,,https://tateyama.me/contact/,無,有,1,公開メールアドレスが塾長個人名入りでフォームなし,除外
BTWO-043,fukuoka,福岡進学塾 原通り校・有田校,,form,https://fukuokashingakujuku.com/inquiry/,https://fukuokashingakujuku.com/inquiry/,無,有,2,中学1年・2年・3年の学年別コースのページがある,未着手
BTWO-044,fukuoka,常勝進学塾 福岡春日本校,,form,https://www.joushou-shingakujuku.com/contact.html,https://www.joushou-shingakujuku.com/contact.html,無,有,1,小学4年生〜中学3年生を対象とする進学塾と明記されている,未着手
BTWO-045,fukuoka,学習塾イノセント,株式会社コリレーション・ワン,form,https://edu-innocent.com/top/contact,https://edu-innocent.com/top/contact,無,有,20,中学生向けに高校受験に向けた個別授業・予習学習を行うと記載がある(福岡・熊本・佐賀に20教室),未着手
BTWO-046,fukuoka,次世代ゼミ ファインズ,有限会社１．２．３,form,https://www.fines-k.com/form/index.html,https://www.fines-k.com/form/index.html,無,有,6,公立TOP校合格を目指す中学生の受験特訓コースがある,未着手
BTWO-047,fukuoka,有機学習塾,,mail,yuuki-juku@juno.ocn.ne.jp,https://www.yuuki-gakushuu.org/form.html,無,有,2,中学生向け冬期講習の案内(2025年11月・公開終了)を新着情報に掲載,未着手
BTWO-048,fukuoka,毘沙門塾,株式会社ニシムラ,mail,bishamon@bronze.ocn.ne.jp,https://bishamonjuku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,無,有,,中学生コースは県立高校合格を目標に定期考査の成績向上を目指すと記載,未着手
BTWO-049,fukuoka,シーズ鎌倉学園,(株)シーズ,form,https://www.seeds-kg.com/pages/5/,https://www.seeds-kg.com/pages/5/,無,有,10,中学部は公立高校第1志望合格を目標にすると記載(10教室),未着手
BTWO-050,fukuoka,開心塾,,form,https://kaishin-juku.jp/contact/,https://kaishin-juku.jp/contact/,無,有,3,高校入試対策として中1からの総復習を掲げている,未着手
BTWO-051,fukuoka,アテネ塾(旧 筑紫松陰塾),,form,https://www.athensjyuku.jp/contact/,https://www.athensjyuku.jp/contact/,無,有,1,中学生・小学生・高校生対象で定期テスト・受験対策・進路指導まで対応と記載,未着手
BTWO-052,fukuoka,ちくしの進学教室,,form,https://www.chikushin-smile.jp/mail.html,https://www.chikushin-smile.jp/mail.html,無,有,4,高校受験(第1志望合格率)を前面に出した中学生コースのページがある,未着手
BTWO-053,fukuoka,学習塾スマイルボート,,form,https://www.smileboat.jp/contents/category/contact/,https://www.smileboat.jp/contents/category/contact/,無,有,2,飯塚校・直方校の2校で高校受験を終えた生徒の声を掲載,未着手
BTWO-054,fukuoka,南ゼミナール,,form,https://minami-zemi.jp/contact/,https://minami-zemi.jp/contact/,無,有,1,トップに「冬期講習 生徒追加募集」の案内があり中学1〜3年生コースがある,未着手
BTWO-055,fukuoka,進海ゼミナール,合同会社オレンジハーフ,form,https://www.shin-kaizemi.com/blank-4,https://www.shin-kaizemi.com/blank-4,無,有,1,中1〜中3の授業時間割・料金を掲載(産医大通り教室),未着手
BTWO-056,fukuoka,総合進学教室 時習館,,mail,contact@jishukan-kasugabaru.jp,https://www.jishukan-kasugabaru.jp/,無,有,1,「企業様からのお問い合わせはメールにて」と記載・サイト上はcontact[at]表記・中3は11月以降日曜も授業,未着手
BTWO-057,fukuoka,学思館,,form,https://www.gakushikan.co.jp/company/contact/,https://www.gakushikan.co.jp/company/contact/,無,有,9,中学生向けに「受験本科 高校受験、合格へ！」のコースがある,未着手
BTWO-058,fukuoka,俺のお墨付き,,mail,o.sumi.tsuki1@gmail.com,https://oresumi.com/mail/,無,有,4,中学生向け「冬期特訓案内」(2025)がメニューにある,未着手
BTWO-059,fukuoka,高校受験専門 学習塾 First Step,,form,https://fs-2003.com/contact,https://fs-2003.com/contact,無,有,1,高校受験専門を掲げ福岡市東区香椎で小・中学生を指導,未着手
BTWO-060,fukuoka,望羊学舎 大橋教室,,form,https://boyogakusha.com/inquiry/,https://boyogakusha.com/inquiry/,無,有,1,対象学年に中学1年生〜3年生を明記,未着手
BTWO-061,fukuoka,糸島美咲塾,,mail,itoshima.misakijuku@gmail.com,https://www.misaki-juku.com/access,無,有,1,中学生・高校生の5教科受験指導と冬期講習(計6日間)の日程を掲載,未着手
BTWO-062,fukuoka,糸島学習塾YES 前原駅前校,,form,https://yesjyuku.com/contact/,https://yesjyuku.com/contact/,無,有,1,中学生向けの通い放題コースの案内がある,未着手
BTWO-063,fukuoka,石松塾,株式会社石松塾,form,https://isimatu.co.jp/contact/,https://isimatu.co.jp/contact/,無,有,2,中学校ごとの定期考査対策と高校受験指導を掲げる,未着手
BTWO-064,fukuoka,あんきゅう塾,,form,https://an9-juku.com/contuctus/,https://an9-juku.com/contuctus/,無,有,1,中学3年生・2年生の募集締切(キャンセル待ち)を掲載,未着手
BTWO-065,fukuoka,個別指導塾 中川塾,,form,https://juku-nakagawa.com/contact/,https://juku-nakagawa.com/contact/,無,有,1,中間・期末考査や実力テストを目標にした取り組みを案内,未着手
BTWO-066,fukuoka,堤進学塾,,form,https://learningstation.wixsite.com/tsutsumijuku/contact,https://learningstation.wixsite.com/tsutsumijuku/contact,無,有,1,久留米の複数の中学校名を挙げて中学生の受験・学習指導を案内,未着手
BTWO-067,fukuoka,小倉学習塾,,mail,kokuragakushujuku@gmail.com,https://www.kokuragakushujuku.com/,無,有,,北九州の小〜中学生対象の学習塾と記載,未着手
BTWO-068,fukuoka,中野塾,,mail,nakano.juku.kurume@gmail.com,https://www.nakanojuku.com/,無,有,1,中学生の受験対策に特化したコースがある,未着手
BTWO-069,fukuoka,Dr.TAKAゼミ(六本松),,form,https://dr-taka.com/contact/,https://dr-taka.com/contact/,無,有,1,中学生コースに「高校受験・定期テスト対策」などが並ぶ,未着手
BTWO-070,fukuoka,Enjoy Study 神松寺校,,form,https://enjoystudy.jp/contact-us/,https://enjoystudy.jp/contact-us/,無,有,1,中学生向けに部活と勉強を両立する自習環境を案内し高校入試結果のページがある,未着手
BTWO-071,fukuoka,村の学習室 那珂川,,form,https://muranojukunakagawa.com/contact/,https://muranojukunakagawa.com/contact/,無,有,2,中学生に県立高校受験コースがあり大学進学を見据えた指導を案内,未着手
BTWO-072,fukuoka,個別塾 SKY(スカイ),,form,https://sky-umi.net/inquiry.html,https://sky-umi.net/inquiry.html,無,有,,宇美町の塾で中学生向けコースのページへのリンクがある,未着手
BTWO-073,fukuoka,Life進学ゼミ,,,,https://lifeshingakuzemi.com/,,,,,要確認
BTWO-074,fukuoka,筑紫修学館,株式会社TSATOZ,,,https://www.ganbari.com/junior-high/,,有,7,中学生コースで内申点を重視する旨の記載あり・問い合わせ窓口が資料請求ページに転送され一般の問い合わせ窓口を確認できず,要確認
BTWO-075,fukuoka,ユリイカ(EUREKA)うきは,,,,https://eureka-ukiha.com/contact/,,有,2,お問い合わせページのフォーム有無を確認できなかった,要確認
BTWO-076,fukuoka,進学塾 正學舎,,form,https://seigakusya-fukuoka.com/contact,https://seigakusya-fukuoka.com/contact,有,有,1,問い合わせフォームに「営業メールはお断りしております」の記載あり,除外
BTWO-077,fukuoka,金沢塾,,,,https://kanazawajuku.main.jp/,無,有,,公開連絡先が個人名入りの携帯キャリアのメールのみでフォームなし,除外
BTWO-078,fukuoka,龍王塾,,,,https://www.ryuojuku.com/entry.php?eid=345369,無,有,,メール欄・入力フォームとも公開されておらず電話のみ,除外
BTWO-079,fukuoka,Learnal大牟田個別進学塾,,,,https://www.learnal.website/,無,有,1,公開連絡先がLINEのみ,除外
BTWO-080,fukuoka,高科塾,,,,https://kokajuku.amebaownd.com/,無,有,,メール・フォームが見当たらない,除外
BTWO-081,fukuoka,学習塾Study Roots,,form,https://study-roots.com/inquiry,https://study-roots.com/inquiry,有,有,1,問い合わせページに「営業及び勧誘目的でのご利用は固くお断り」の記載あり,除外
BTWO-082,fukuoka,個別指導の古賀塾,株式会社ａｍｉｃｉ,,,https://koga-juku.com/contact/,無,有,2,メール記載なし・問い合わせは外部サービスへのボタンと電話のみ,除外
BTWO-083,fukuoka,福岡進学塾 那珂川本校・春日校,,form,https://www.fukuokashingakujuku.jp/form.html,https://www.fukuokashingakujuku.jp/form.html,有,有,2,フォームに「企業からの営業メールはご遠慮ください」の記載あり,除外
BTWO-084,fukuoka,ラ・セーヌ進学塾,,,,http://juku-laseine.com/,,,,取得時に証明書エラー(共用証明書),確認不可（証明書エラー）
BTWO-085,fukuoka,麻生ゼミナール,,,,http://aso-semi.com/,,,,取得時に証明書エラー(共用証明書),確認不可（証明書エラー）
BTWO-086,hiroshima,進学空間Move,株式会社ザイン,form,https://shingakukuukanmove.jp/contact,https://shingakukuukanmove.jp/contact,無,有,1,広島公立上位校進学専門を掲げ来春の広島県高校入試の定員変更を解説する記事がある,未着手
BTWO-087,hiroshima,Egg進学教室,有限会社志塾,form,https://eggweb.co.jp/inq.html,https://eggweb.co.jp/inq.html,無,有,,中学生対象コース(中1P/中2P/中3HS等)と冬期講習・入試情報のページがある,未着手
BTWO-088,hiroshima,広島ゼミナール,,form,https://hiroshima-seminar.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%82%8f%e3%81%9b/,https://hiroshima-seminar.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%82%8f%e3%81%9b/,無,有,2,中1〜中3の週あたり授業日数を掲載し2025年冬期講習の案内がある,未着手
BTWO-089,hiroshima,個別指導塾 博桜会,,form,https://hakuokai-hiroshima.com/contact/,https://hakuokai-hiroshima.com/contact/,無,有,1,「公立高校受験に強い個別指導塾」を掲げる,未着手
BTWO-090,hiroshima,慶進塾,,form,https://keishin-juku.com/contact/,https://keishin-juku.com/contact/,無,有,,内申点の底上げを掲げた学校別過去問対策と冬期講習会の案内がある,未着手
BTWO-091,hiroshima,あさひ塾 西原教室,有限会社ライズ,form,https://www.asahijuku.jp/contact/,https://www.asahijuku.jp/contact/,無,有,,年間予定に冬期講習会と2月の公立高校入試対策ゼミがある,未着手
BTWO-092,hiroshima,完全個別指導塾 オールウェイズ,,form,https://www.allways-hiroshima.net/contact/,https://www.allways-hiroshima.net/contact/,無,有,1,広島県公立高校入試の内申点計算フォームを公開している,未着手
BTWO-093,hiroshima,成道館,,mail,info@seidoukan.net,https://seidoukan.net/,無,有,1,中3は12月から休日特訓で高校入試に備えると記載,未着手
BTWO-094,hiroshima,川上塾,,mail,info@kawakamijuku.com,https://kawakamijuku.com/,無,有,1,中3の高校入試に向けた準備について書いた記事がある(安佐南区),未着手
BTWO-095,hiroshima,住田アカデミー,,form,https://sumida-academy.com/contact,https://sumida-academy.com/contact,無,有,1,中学生の月謝を掲載し冬期練成会の案内ページがある(府中町),未着手
BTWO-096,hiroshima,学習ひろば,,form,https://gakushu-hiroba.com/pages/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B,https://gakushu-hiroba.com/pages/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B,無,有,1,中学1〜3年生を対象に上位国公立高校進学を目指すと記載(府中町),未着手
BTWO-097,hiroshima,さかもと学習塾,株式会社さかもと,form,https://t-sakamoto.com/contacts/,https://t-sakamoto.com/contacts/,無,有,1,中高生は試験一週間前から定期試験対策を行うと記載,未着手
BTWO-098,hiroshima,若竹塾,Wakatakejuku Inc.,form,https://wakatakejuku.com/entry/,https://wakatakejuku.com/entry/,無,有,4,「中3誠之館対策SEコース」があり福山・尾道に4校舎,未着手
BTWO-099,hiroshima,無学泰山塾,,form,https://taiheisha.net/contact,https://taiheisha.net/contact,無,有,7,福山を中心に7教室で中学生コースのメニューがある,未着手
BTWO-100,hiroshima,英数学院,,mail,eisugakuinfuchu@gmail.com,https://eisu-gakuin.jp/,無,有,1,小中高生対象で補習から難関校の受験対策まで対応と記載(府中町),未着手
BTWO-101,hiroshima,橋本obata学習塾,,form,https://hashimoto-obata.com/contact/,https://hashimoto-obata.com/contact/,無,有,1,10月後期から中3日曜授業を始め受験体制に入ると案内(東広島市西条),未着手
BTWO-102,hiroshima,個別指導 彩星館,,form,https://kobetsu-saiseikan.com/contact/,https://kobetsu-saiseikan.com/contact/,無,有,5,中学生向け冬期講習の案内がある(東広島市・5校舎),未着手
BTWO-103,hiroshima,ソラ学習塾,,form,https://www.soragaku.com/contact-8,https://www.soragaku.com/contact-8,無,有,1,中学部があり「新しい公立高校入試について」の案内ページがある(廿日市市),未着手
BTWO-104,hiroshima,学習塾NICK,,mail,rising1001110@gmail.com,https://29-jyuku.com/exam,無,有,1,廿日市の中学生専門塾で広島県の内申点と当日点の関係を解説するページがある,未着手
BTWO-105,hiroshima,瀬野みどり塾,,mail,info@senomidorijuku.ec-net.jp,http://senomidorijuku.ec-net.jp/,無,有,1,公立高校入試と内申点について触れた案内文がある(安芸区),未着手
BTWO-106,hiroshima,光優塾,,form,https://hiyu-juku.com/contact/,https://hiyu-juku.com/contact/,無,有,,令和7年度冬期講習生の募集案内があり公立高校の受験対策校を明記(福山市),未着手
BTWO-107,hiroshima,嘉門学習塾,,form,http://comeon-juku.jp/inquiry,http://comeon-juku.jp/inquiry,無,有,,FAQに春期・夏期・冬期講習を実施と記載(福山市),未着手
BTWO-108,hiroshima,塾まなび,,form,https://juku-manabi.com/inquiry/,https://juku-manabi.com/inquiry/,無,有,2,明王台校・水呑校で夏季・冬期講習のページがある(福山市),未着手
BTWO-109,hiroshima,パワーゼミ,,form,https://power-semi.net/toiawase,https://power-semi.net/toiawase,無,有,,中学生コースに「公立高校の合否は学力と内申点で決まる」と記載(福山市),未着手
BTWO-110,hiroshima,コムタス進学セミナー,,form,https://www.comtas.jp/contact/,https://www.comtas.jp/contact/,無,有,3,呉駅前・広・焼山で中学・高校・大学受験の指導を掲げる,未着手
BTWO-111,hiroshima,秀優舎,,form,https://shuyusha.jp/contact/,https://shuyusha.jp/contact/,無,有,1,集団個別と完全個別の2システムで学校の定期テストと高校・大学入試に対応(安佐北区),未着手
BTWO-112,hiroshima,ひろしまスタディ,楠教育株式会社,form,https://hiroshima-study.jp/contact/,https://hiroshima-study.jp/contact/,無,有,,広島市エリアに特化した学習サポート塾(オンライン)で定期面談や進路相談を案内,未着手
BTWO-113,hiroshima,ビビッド修永学習塾,,form,https://vivid-vision.jp/contact/,https://vivid-vision.jp/contact/,無,有,,誠之館高校など高倍率校を目指す中学生コースのページがある(福山市),未着手
BTWO-114,hiroshima,いろは学習教室,,form,https://iroha-school.com/contact/,https://iroha-school.com/contact/,無,有,1,中学3年生の授業枠と「冬期講習申込受付中」の案内がある(東広島市),未着手
BTWO-115,hiroshima,個別指導塾メイクアップ,,form,https://www.hiroshima-makeup.com/contact.html,https://www.hiroshima-makeup.com/contact.html,無,有,1,近隣中学校ごとの定期テスト対策コースがある(佐伯区),未着手
BTWO-116,hiroshima,ノーベル学習館,,form,https://www.nobel-g.co.jp/linkpage/mailform-contact.html,https://www.nobel-g.co.jp/linkpage/mailform-contact.html,無,有,11,「公立高校入試では内申点が非常に重要」と記載し竹原・三原・東広島に展開,未着手
BTWO-117,hiroshima,大学受験進学塾 広大研,,mail,info@hirodaiken.jp,https://hirodaiken.jp/,無,有,6,高校受験向け「広大研ミドル」コースがあり広島・西条・五日市に6教室,未着手
BTWO-118,hiroshima,TEN(古江・美鈴が丘),有限会社TEN,form,https://ten-e-group.com/contact/,https://ten-e-group.com/contact/,有,有,,問い合わせページに「営業に関する連絡はご遠慮ください」の記載あり,除外
BTWO-119,hiroshima,公立高校受験専門 かがわ塾,,form,https://kagawa-juku.jp/,https://kagawa-juku.jp/,有,有,,問い合わせフォームに「企業様からの営業案内などは全てお断り」の記載あり,除外
BTWO-120,hiroshima,あかつき塾,株式会社あかつき,,,https://www.keizu.ne.jp/refe/,無,有,3,問い合わせは教室別のリンク形式でフォーム・メール記載が見当たらない,除外
BTWO-121,hiroshima,新一ゼミ,,,,https://shinichizemi.jp/,無,有,,公開連絡先が電話とLINEのみ,除外
BTWO-122,hiroshima,進学塾ライトアップ,,,,https://lightup-onomichi.com/,,,,取得時に証明書エラー(共用証明書),確認不可（証明書エラー）
