id,県,塾名,運営会社,窓口種別,宛先,確認したページURL,営業お断り表記の有無,中学生コースの有無,教室数,一言メモ,状態
TKYB-026,tokyo,小平進学教室ハイスコア,,form,http://kodairashingakukyoushitsu-highscore.com/?page_id=9,http://kodairashingakukyoushitsu-highscore.com/?page_id=9,無,有,,高校入試の第一志望校合格率96%以上をうたい、内申・定期テスト対策を掲載,未着手
TKYB-027,tokyo,代々木進学ゼミナール,,form,http://yoshin-zemi.com/otoiawase/,http://yoshin-zemi.com/otoiawase/,無,有,,中学部(中1〜3)で内申対策・偏差値対策を行うと記載し、冬期講習の案内ページがある,未着手
TKYB-028,tokyo,Jサポート,株式会社Jサポート,form,https://jsupport-ed.co.jp/contact/,https://jsupport-ed.co.jp/contact/,無,有,,新着記事に都立高校入試のESAT-Jスピーキングテストと私立高校の内申加点(漢検)を掲載,未着手
TKYB-029,tokyo,コマ塾,,form,https://komajyuku.com/contact/,https://komajyuku.com/contact/,無,有,,中学生コースは内申点や都立入試を重点対策と記載し、新中学3年は満席と掲載,未着手
TKYB-030,tokyo,私塾自学舎,,form,https://jigakusha.com/contact/,https://jigakusha.com/contact/,無,有,,「自学舎が都立受験に強い理由」の一つに内申点の底上げを挙げ、冬期講習の案内を掲載,未着手
TKYB-031,tokyo,METRO個別指導塾,,mail,info@kyoiku1.com,https://kyoiku1.com/tokushou.html,無,有,,小学生の補習から中学受験・高校受験・大学受験まで対応と記載,未着手
TKYB-032,tokyo,町田英数学院,,mail,eisugakuin@eisu.sakura.ne.jp,https://www.eisu.jp/info/,無,有,,中間・期末の成績は内申点に直結し、都立の推薦・一般入試に直結すると記載,未着手
TKYB-033,tokyo,s-Live東京つつじヶ丘校,株式会社スパンキー,form,https://kobetsu-tsutsuji.com/inq,https://kobetsu-tsutsuji.com/inq,無,有,,高校受験コースに都立推薦サポートと私立受験サポートがある,未着手
TKYB-034,tokyo,学而会,,form,https://www.gakujikai.com/contact/,https://www.gakujikai.com/contact/,無,有,,中学部があり、2026年度の都立自校作成校合格率93%と冬期講習募集を掲載,未着手
TKYB-035,tokyo,個別指導多摩スクール,,form,https://www.tama-school.com/contact/,https://www.tama-school.com/contact/,無,有,,令和8年の都立高校入試結果一覧と冬期講習のお知らせを掲載,未着手
TKYB-036,tokyo,こだま塾,,form,http://kodamajuku.com/contact/,http://kodamajuku.com/contact/,無,有,,今年度中3生の内申変化例を掲載し、冬期講習受講生の受付を案内,未着手
TKYB-037,tokyo,東京英才学院 八王子教育センター,,mail,hachi@tokyo-eisai.org,https://www.tokyo-eisai.org/map/,無,有,,中学生個別指導塾の項目に高校受験・定期テスト対策・内申アップがある,未着手
TKYB-038,tokyo,町田市秀塾,,form,https://shujuku.jimdofree.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,https://shujuku.jimdofree.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,無,有,,中1・中2の冬期講習の時間割・受講料ページがあり、都立高校入試の実績をうたう,未着手
TKYB-039,tokyo,学志舎 三鷹校,,form,,https://mitaka.gakushisha.jp/%e3%82%a2%e3%82%af%e3%82%bb%e3%82%b9-2/,有,有,,アクセスページに「営業電話は全てお断りしております」と記載。営業お断りのため除外,除外
TKYB-040,tokyo,セルモ 町田,,form,,https://www.selmo-machida.com/contact/,有,有,,問い合わせフォームに「営業業者からの問い合わせフォーム送信は固くお断りします」と記載。除外,除外
TKYB-041,tokyo,生徒派,,,,https://www.seitoha.net/,有,有,,トップに「営業の電話お断り」と記載。営業お断り表記があるため除外,除外
TKYB-042,tokyo,世田谷学習塾,,form,,https://setagaya-gakushujuku.com/,有,有,,お問い合わせ欄に「営業電話はご遠慮ください」と記載。除外,除外
TKYB-043,tokyo,三田学院,,,,http://mita-gakuin.com/,有,,,定休日欄に「電話相談・電話セールスお断り」と記載。除外,除外
TKYB-044,tokyo,プラドアカデミー,,form,,https://www.weg.jp/contact/,有,有,,問い合わせフォームに「企業やフリーランスの皆様は本フォームからのご連絡はご遠慮ください」と記載。除外,除外
TKYB-045,tokyo,国大セミナー,,form,,https://www.kokudai.com/,無,有,102,サイトに1都1府5県で全102校舎と記載。大手チェーンのため県枠の対象外として除外,除外
TKYB-046,tokyo,ベスト自修館 清瀬校,株式会社ベスト自修館,,,https://www.bestjishukan.com/inquiry/,無,有,,お問い合わせページがLINE友だち追加のみで、メールアドレスもフォームも無いため除外,除外
TKYB-047,tokyo,矢島塾,,,,https://www.yajimajuku.co.jp/,,有,,公開メールアドレスは講師採用の応募用のみで、問い合わせ窓口を確認できず要確認,要確認
TKYB-048,tokyo,斗満学院TOMAN,,form,,http://www.toman.jp/,,有,,問い合わせフォームのURLがcurlで403となり中身を確認できず要確認(トップに都立高校受験学習塾と記載),要確認
