id,県,塾名,運営会社,窓口種別,宛先,確認したページURL,営業お断り表記の有無,中学生コースの有無,教室数,一言メモ,状態
BONE-042,hokkaido,札幌新生塾,株式会社札幌新生塾,form,http://www.shinseijuku.jp/pages/62/,http://www.shinseijuku.jp/pages/62/,無,有,,一斉授業と個別指導のW受講で内申アップや合格力を養成すると記載(札幌市),未着手
BONE-043,hokkaido,札幌進学ゼミナール,,mail,sapporoshingaku@gmail.com,http://sapporo-shingaku-seminar.com/otoiawase.html,無,有,,内申ランクIで入塾し卒業時にDランクになった生徒の事例を掲載(札幌市・石狩市)。アドレスはgmailだが塾名のもの [検査: フリーメール宛先(個人アドレスの可能性・👤判断)],要確認
BONE-044,hokkaido,神谷塾,,form,http://www.kamiya-z.com/contact,http://www.kamiya-z.com/contact,無,有,,北海道学力コンクール事務局や道内公立高校入試資料へのリンク集を掲載(札幌市西区),未着手
BONE-045,hokkaido,啓誠ゼミナール,,form,http://keiseizemi.com/form.html,http://keiseizemi.com/form.html,無,有,,小3から高3まで少人数指導・個別指導と記載(札幌市西区),未着手
BONE-046,hokkaido,進学教室FiveSchools,合同会社716,form,https://fiveschools.com/contact,https://fiveschools.com/contact,無,有,,中学生向けに内申点対策・入試対策と、道コン受験＆反省会・過去問テストゼミがある(札幌市),未着手
BONE-047,hokkaido,秀英館,,form,https://so-shueikan.com/contact/,https://so-shueikan.com/contact/,無,有,,平常授業で内申点アップに注力し、講習会で公立高校入試問題や裁量問題を演習と記載(札幌市北区),未着手
BONE-048,hokkaido,青雲学舎,有限会社青雲学舎,mail,info@seiun-gakusha.com,http://seiun-gakusha.com/gaiyo.html,無,有,,道コンの学年順位・全道順位の成績実績を掲載(札幌市豊平区),未着手
BONE-049,hokkaido,パシフィック・セミナー(くじら塾),,form,http://www.kangeki.tv/inquiry/,http://www.kangeki.tv/inquiry/,無,有,,冬期講習の受講生募集を開始しましたとのお知らせ(2025年11月26日)を掲載(札幌市),未着手
BONE-050,hokkaido,学友館,,form,http://www.gakuyuukan.com/contact/index.html?normal,http://www.gakuyuukan.com/contact/index.html?normal,無,有,,講習・講座のお申し込みと学習相談のフォームがある。小・中・高・大学受験生対象(札幌市),未着手
BONE-051,hokkaido,高屋塾,,form,https://takayajuku.com/contact/,https://takayajuku.com/contact/,無,有,,直近のテストの高得点が内申点、ひいては入試に影響するとブログに記載(札幌市豊平区),未着手
BONE-052,hokkaido,SOHOアカデミー,,form,https://soho-i.net/form.html,https://soho-i.net/form.html,無,有,,中学生(高校受験)コース&料金のページがあり、道コンの受験生受付も掲載(札幌市東区),未着手
BONE-053,hokkaido,進学PLUS,,form,https://singakuplus.com/contact/,https://singakuplus.com/contact/,無,有,,「北海道における高校進学の最短の近道は内申点アップ」と記載(札幌市),未着手
BONE-054,hokkaido,札幌進学プラザグループ,,form,https://www.sapporo-plaza.jp/contact/,https://www.sapporo-plaza.jp/contact/,無,有,,冬期講習ページに中3の道コン開催日と入塾資格の内申ランクの記載がある(札幌市ほか),未着手
BONE-055,hokkaido,クラーク学秀会,,mail,clark@clarknet.jp,http://clarknet.jp/juku/,無,有,,2025年度冬期講習受付中のお知らせと、中3生の春・秋の保護者面談の記載がある(札幌市),未着手
BONE-056,hokkaido,プライム教育センター,,form,http://www.prime-info.jp/index.php?id=3,http://www.prime-info.jp/index.php?id=3,無,有,,2024年度冬期講習会の募集開始のお知らせと中学生コース案内がある(札幌市清田区),未着手
BONE-057,hokkaido,学習塾STEP UP(個別指導プラスワン),,form,https://step-up-sapporo.com/contact.html,https://step-up-sapporo.com/contact.html,無,有,,2025年11月6日付で冬期講習会受付中のお知らせがある(札幌市手稲区),未着手
BONE-058,hokkaido,共律塾,,form,http://ashitabakai.net/contact/,http://ashitabakai.net/contact/,無,有,,26年度入試の合格実績(確定)を掲載(札幌市中央区),未着手
BONE-059,hokkaido,まなびげいと,,form,https://manabi-gate.com/mail/,https://manabi-gate.com/mail/,無,有,,2026年第2回道コンの結果記事を掲載(札幌市東区),未着手
BONE-060,hokkaido,志学会,,form,https://shigakukai-web.jp/form/index.php,https://shigakukai-web.jp/form/index.php,無,有,,中学生コースに「公立高校入試情報【旭川】」ページがある(旭川市・北見市),未着手
BONE-061,hokkaido,藤田塾,,form,http://fujita-juku.com/?page_id=16,http://fujita-juku.com/?page_id=16,無,有,,後期通知表の平均内申点297・塾生の59%がAランクと掲載(旭川市),未着手
BONE-062,hokkaido,優希塾(Flexible Assist),,mail,mail@yukijuku.com,http://yukijuku.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,無,有,,お問合せページにメールアドレスを掲載。旭川市の個別指導学習塾,未着手
BONE-063,hokkaido,英数学館,,form,https://www.eisu-gakkan.co.jp/contact,https://www.eisu-gakkan.co.jp/contact,無,有,,「冬期講習会 生徒募集!」(2026年2月28日付)のお知らせを掲載,未着手
BONE-064,hokkaido,スタディープロジェクト,,mail,web@studyproject-info.com,http://www.studyproject-info.com/contact.html,無,有,,最新入試情報ページに内申点計算方法から高校入試情報を掲載(小樽市),未着手
BONE-065,hokkaido,SEED GROUP,,form,http://www.seedgroup.jp/contact,http://www.seedgroup.jp/contact,無,有,,冬期講習会(小学生・中学生)のご案内ページがある(小樽市),未着手
BONE-066,hokkaido,OPAS(オーパス),,form,https://www.eduplanopas.com/contact,https://www.eduplanopas.com/contact,無,有,,中学生部で「学力テスト総合ABC対策模試」受付中と掲載(小樽市),未着手
BONE-067,hokkaido,岩見沢指導会,,form,https://sidoukai.com/contact/,https://sidoukai.com/contact/,無,有,,「中学専門の学習塾」と記載(岩見沢市),未着手
BONE-068,hokkaido,明成セミナー,,form,https://meisei-seminar.com/inquiry.html,https://meisei-seminar.com/inquiry.html,無,有,,個別指導の冬期講習会受付中(2025.11)と掲載(登別市),未着手
BONE-069,hokkaido,あすなろ会,,form,http://www.asunaro-kai.com/contact/,http://www.asunaro-kai.com/contact/,無,有,,小学生・中学生・高校生・大学入試・公務員試験の各対策ページがある(釧路市),未着手
BONE-070,hokkaido,進学塾Root,,form,http://root-juku.com/contact,http://root-juku.com/contact,無,有,,中3「5教科コース」(週3〜4回)の料金表を掲載(北広島市),未着手
BONE-071,hokkaido,個別指導塾きたがく,,form,https://www.kitagaku.com/page-302/,https://www.kitagaku.com/page-302/,無,有,,石狩市花川・札幌市の小学生〜高校生対象の個別指導塾と記載,未着手
BONE-072,hokkaido,現役予備校TANJI,,form,https://yobiko-tanji.co.jp/contact/,https://yobiko-tanji.co.jp/contact/,有,有,,お問い合わせページに「営業を目的としたお電話はお断りしております」と記載のため除外(札幌市豊平区),除外
BONE-073,hokkaido,個別指導北大コーチ,,form,https://www.hokudaicoach.com/contact/,https://www.hokudaicoach.com/contact/,有,有,,フォームに「営業の連絡はご遠慮ください」と記載のため除外(札幌市北区),除外
BONE-074,hokkaido,ビルドアップ,,form,https://buildup-tutoringschool.com/contact,https://buildup-tutoringschool.com/contact,有,有,,「宣伝広告等の業者様からのお問い合わせはお断りいたします」と記載のため除外(江別市),除外
BONE-075,hokkaido,クリアゼミ,,form,http://clear-semi.com/contact,http://clear-semi.com/contact,有,有,,フォームに「営業・広告・求人などのご案内は受け付けておりません」と記載のため除外(札幌市西区),除外
BONE-076,hokkaido,個別指導塾レベルアップ,,form,https://www.levelup-sapporo.com/contact,https://www.levelup-sapporo.com/contact,有,有,,フォームに「営業目的の業者の方はこのフォームを使用しないでください」と記載のため除外(札幌市北区),除外
BONE-077,hokkaido,札幌エリート塾,,form,https://sapporoelite.com/contact/,https://sapporoelite.com/contact/,有,有,,お問い合わせページに営業電話をかける業者への苦言(営業お断り趣旨)の記載があるため除外,除外
BONE-078,hokkaido,みかんせい,株式会社みかんせい,form,https://www.mikanseijin.com/contact/,https://www.mikanseijin.com/contact/,有,有,,フォームに「営業メール、イタズラメールは固くお断り」と記載のため除外(帯広市),除外
BONE-079,hokkaido,修成学院,,,,https://www.shuseigakuin.com/contact,,有,,お問い合わせは電話のみでメール・フォームが確認できず除外(函館市),除外
BONE-080,hokkaido,未来塾(miraijuku),,,,http://www.miraijyuku2015.jp/about/,,有,,メールアドレスがメール保護で読めず、問い合わせフォームも確認できないため除外(函館市),除外
BONE-081,hokkaido,みやけんセミナー,,,,http://www.miyaken-semi.info/contact/index.html,,有,,問い合わせページにフォーム・メールが確認できず除外(稚内市・千歳市),除外
BONE-082,hokkaido,学習センターGAKUTO,,,,https://gakusyusenta-gakuto.com/company,,有,,教室概要ページに公開メール・フォームが確認できず除外(苫小牧市),除外
BONE-083,hokkaido,学問のススメ,,form,https://gakumon-no-susume.com/contact/,https://gakumon-no-susume.com/contact/,無,有,,中学1〜3年の募集停止と掲載のため除外(帯広市),除外
BONE-084,hokkaido,練成会グループ,株式会社練成会,,,https://www.renseikai.com/contact/,,有,,資料請求・お問い合わせページにフォームが確認できず要確認(道内各地に教室),要確認
BONE-085,hokkaido,和喜塾,,,,https://wakijuku.com/,,有,,トップに「メールでのお問い合わせ」リンクはあるがフォームの中身が未確認(帯広市),要確認
BONE-086,hokkaido,トップゼミ青葉塾,,,,https://www.aobajuku-tomakomai.com/about/,,有,,メールがメール保護で読めず宛先にできないため要確認(苫小牧市),要確認
BTWO-001,chiba,さくら進学塾,,form,https://www.sakurashingaku.com/jyuku/mail/,https://www.sakurashingaku.com/jyuku/mail/,無,有,,千葉・船橋など公立上位校の受験専門と掲げる(個人塾),未着手
BTWO-002,chiba,Vision進学塾,,form,https://vision-jyuku.com/vision_inquiry/,https://vision-jyuku.com/vision_inquiry/,無,有,,本八幡の進学塾で問い合わせフォームに校舎選択欄がある,未着手
BTWO-003,chiba,Brain進学塾,,form,https://www.brain-shingaku.com/access.html,https://www.brain-shingaku.com/access.html,無,有,1,千葉市若葉区で中学・高校受験に強い塾と掲げる,未着手
BTWO-004,chiba,学習塾 本塾,株式会社コプレ,form,https://honjyuku.com/contact/,https://honjyuku.com/contact/,無,有,,千葉県立入試の内申点オール3で受験できる高校を解説するページがある,未着手
BTWO-005,chiba,教育プラザ,,form,https://www.kyoupla.com/requestform,https://www.kyoupla.com/requestform,無,有,2,蘇我と都賀の2教室で問い合わせ項目に「高校受験について」がある,未着手
BTWO-006,chiba,学習塾 Dream,,form,https://juku-dream.com/contact/,https://juku-dream.com/contact/,無,有,1,松戸市八ケ崎の塾で定期テスト対策と受験対策を取り入れると記載,未着手
BTWO-007,chiba,東葛MAXゼミナール,,form,https://www.toukatu-max.com/contact/index.html,https://www.toukatu-max.com/contact/index.html,無,有,1,南流山教室(本部)で中学生コースがある,未着手
BTWO-008,chiba,創学舎,株式会社アガトス,form,https://sougakusya.com/contact/,https://sougakusya.com/contact/,無,有,8,柏・我孫子・流山エリアに8教室で中学部のページがある,未着手
BTWO-009,chiba,筑波塾,,form,https://tsukubajuku.com/contact-input/,https://tsukubajuku.com/contact-input/,無,有,1,柏教室で「5教科授業 県立高校受験」を掲げる,未着手
BTWO-010,chiba,修学舎,有限会社修学舎,form,https://k-shugakusha.com/contact/,https://k-shugakusha.com/contact/,無,有,1,中学3年生を対象に学力・目標別のクラス編成授業を行うと記載,未着手
BTWO-011,chiba,総合学習塾SCHOLAR,,form,https://scholar-sch.com/contact,https://scholar-sch.com/contact,無,有,1,中学集団授業は千葉県公立高校受験での合格を目指すものと記載,未着手
BTWO-012,chiba,中島塾,,form,https://nakajima-juku.jp/contact/,https://nakajima-juku.jp/contact/,無,有,1,成田市で定期テスト対策と高校受験対策に注力すると記載,未着手
BTWO-013,chiba,進学塾With,,form,https://shingakujuku-with.com/contact/,https://shingakujuku-with.com/contact/,無,有,2,中学生は週3日5科目の授業(おゆみ野教室・ちはら台校),未着手
BTWO-014,chiba,光英塾 佐倉駅前教室,光英株式会社,form,https://koeijuku.com/contact/,https://koeijuku.com/contact/,無,有,1,中学生コースで高校受験に向けた志望校合格指導を掲げる,未着手
BTWO-015,chiba,学力工房 木更津教室,,form,https://kisarazu-juku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,https://kisarazu-juku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,無,有,1,「千葉県の公立高校受験は中1の1学期から始まっている」と中学生向けに発信,未着手
BTWO-016,chiba,進学塾好学舎,,form,https://merix-edu.com/?page_id=83,https://merix-edu.com/?page_id=83,無,,1,茂原市の進学塾で「連続3年間不合格者なし」を掲げコース案内ページがある,未着手
BTWO-017,chiba,栄翔塾,,form,https://eishojyuku.com/contact/,https://eishojyuku.com/contact/,無,有,1,東金市の塾で高校入試が不安な生徒向けの案内と冬期講習ページがある,未着手
BTWO-018,chiba,エソー個伸塾,,form,https://esoh-group.com/contact/,https://esoh-group.com/contact/,無,有,5,2026年版の千葉県公立高校入試の仕組み解説ページがある,未着手
BTWO-019,chiba,南行徳の学習塾 ANRI F.H.,,form,https://anri-fh.com/form/,https://anri-fh.com/form/,無,有,1,市川市南行徳の塾で中学生コースがある,未着手
BTWO-020,chiba,21世紀寺子屋 暁塾,,form,https://akatsukijyuku.com/inquiry/,https://akatsukijyuku.com/inquiry/,無,有,1,浦安駅近くの塾で中学生コースがある,未着手
BTWO-021,chiba,寺子屋はじめ,,form,https://terakoya-hajime.com/contact/,https://terakoya-hajime.com/contact/,無,有,1,野田市の塾で中学生コースの案内ページがある,未着手
BTWO-022,chiba,学習塾かめゼミ,,form,https://kamezemi.com/contact,https://kamezemi.com/contact,無,有,1,野田市梅郷駅近くの塾で高校受験(英・数・理)に対応と明記,未着手
BTWO-023,chiba,個別指導Up塾,,form,https://kobetsu-upjyuku.com/contact,https://kobetsu-upjyuku.com/contact,無,有,2,高校入試向けに個別指導と集団授業を組み合わせた指導を掲げる(鎌ヶ谷・柏逆井),未着手
BTWO-024,chiba,飯田塾,,form,https://www.iidajukunarita.com/お問合せフォーム/,https://www.iidajukunarita.com/お問合せフォーム/,無,有,1,成田市の塾で中3の夏期講習・日曜講座(入試直前まで)を案内,未着手
BTWO-025,chiba,若竹綜合学園,,form,https://wakatake-gakuen.com/contact/,https://wakatake-gakuen.com/contact/,無,有,1,市原市の中学校に特化したテスト対策を案内,未着手
BTWO-026,chiba,伸学アカデミー,,form,https://shin-aca.com/contact/,https://shin-aca.com/contact/,無,有,1,四街道市の塾で中3生の定期テストの点数アップ実績を掲載,未着手
BTWO-027,chiba,学習塾Upright,,form,https://r.goope.jp/upright-sakura/contact,https://r.goope.jp/upright-sakura/contact,無,有,1,佐倉の3中学校専門で偏差値60以上の難関公立高校向け5教科対策を掲げる,未着手
BTWO-028,chiba,成績UPラボ,,form,https://seiseki-up-labo.com/contact/,https://seiseki-up-labo.com/contact/,無,有,1,幕張本郷の塾で千葉県公立高校入試の内申点とボーダーの解説記事がある,未着手
BTWO-029,chiba,NPS成田予備校,,form,https://www.npsnaritayobiko.com/お問合せ/,https://www.npsnaritayobiko.com/お問合せ/,無,有,9,「公立高校合格率90%」を掲げ9校舎を展開,未着手
BTWO-030,chiba,NEVER TOO LATE,,form,https://www.nevertoolate.jp/contact/,https://www.nevertoolate.jp/contact/,無,有,3,千葉ニュータウンで中学生対象・高校受験合格実績のページがある(3教室),未着手
BTWO-031,chiba,個別進学塾アライン 大網校,,form,https://allein-juku.com/contact/,https://allein-juku.com/contact/,無,有,1,中1・中2が年3回の「千葉県統一テスト」を受験できると記載(大網白里市),未着手
BTWO-032,chiba,完全個別指導学習塾ユーカル,ライフスタディー Corporation,form,https://you-cal.co.jp/inquiry/,https://you-cal.co.jp/inquiry/,無,有,2,「千葉県の高校受験制度について」のお知らせ記事がある(習志野台・北習志野),未着手
BTWO-033,chiba,飯倉進学塾,,form,http://iigura-juku.com/contact.html,http://iigura-juku.com/contact.html,無,有,1,中学生の定期試験対策・受験対策を掲げる(大網白里市),未着手
BTWO-034,chiba,千葉進研,,form,https://www.chibashinken.com/document_request/,https://www.chibashinken.com/document_request/,無,有,12,中3総合コースがあり12教室を展開・公開フォームは資料請求と体験申込のみ,要確認
BTWO-035,chiba,日米文化学院,,form,https://nichibei-school.net/nichibei-res/,https://nichibei-school.net/nichibei-res/,有,有,,問い合わせページに「業者の方の営業は固くお断りします」の記載あり,除外
BTWO-036,chiba,イーグル学院,,form,https://eggnoda.com/otoiawase,https://eggnoda.com/otoiawase,有,有,3,問い合わせフォームに「企業の方が営業のために使用するのはご遠慮ください」の記載あり,除外
BTWO-037,chiba,正学館(北柏校・流山おおたかの森校),for next株式会社,,,https://sg-kitakashiwa.com/contact/,無,有,2,問い合わせページに入力フォームがなく電話番号のみ,除外
BTWO-038,chiba,金杉進学スクール,,,,https://kanasugi-shingaku.com/,無,有,1,公開連絡先がLINEのみ,除外
BTWO-039,chiba,村田塾,,,,https://muratajuku.com/,無,有,1,公開連絡先がLINEのみ,除外
BTWO-040,chiba,小高進学塾,,form,https://www.odakashingaku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b%e3%81%94%e5%85%a5%e5%a1%be%e3%81%be%e3%81%a7%e3%81%ae%e6%b5%81%e3%82%8c/,https://www.odakashingaku.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b%e3%81%94%e5%85%a5%e5%a1%be%e3%81%be%e3%81%a7%e3%81%ae%e6%b5%81%e3%82%8c/,有,有,1,フォームに「営業活動はご遠慮願います」の記載あり,除外
BTWO-041,chiba,個別指導GAKU,,,,https://www.kobetugaku.jp/お問合わせ/,無,有,1,問い合わせは電話のみでフォーム・メール記載なし,除外
BTWO-042,chiba,ランゲージ・ラボラトリー,,,,https://tateyama.me/contact/,無,有,1,公開メールアドレスが塾長個人名入りでフォームなし,除外
BTWO-043,fukuoka,福岡進学塾 原通り校・有田校,,form,https://fukuokashingakujuku.com/inquiry/,https://fukuokashingakujuku.com/inquiry/,無,有,2,中学1年・2年・3年の学年別コースのページがある,未着手
BTWO-044,fukuoka,常勝進学塾 福岡春日本校,,form,https://www.joushou-shingakujuku.com/contact.html,https://www.joushou-shingakujuku.com/contact.html,無,有,1,小学4年生〜中学3年生を対象とする進学塾と明記されている,未着手
BTWO-045,fukuoka,学習塾イノセント,株式会社コリレーション・ワン,form,https://edu-innocent.com/top/contact,https://edu-innocent.com/top/contact,無,有,20,中学生向けに高校受験に向けた個別授業・予習学習を行うと記載がある(福岡・熊本・佐賀に20教室),未着手
BTWO-046,fukuoka,次世代ゼミ ファインズ,有限会社１．２．３,form,https://www.fines-k.com/form/index.html,https://www.fines-k.com/form/index.html,無,有,6,公立TOP校合格を目指す中学生の受験特訓コースがある,未着手
